43.12	5.982	
43.18	4.079	
43.24	5.514	
43.31	5.598	
43.37	4.706	
43.43	6.078	
43.5	4.897	
43.56	5.455	
43.62	6.045	
43.69	4.733	
43.75	6.016	
43.81	4.556	
43.88	4.711	
43.94	5.401	
44.0	4.075	
44.07	5.907	
44.13	4.524	
44.19	5.364	
44.26	5.503	
44.32	4.298	
44.38	6.046	
44.45	4.599	
44.51	8.092	
44.57	4.866	
44.64	6.838	
44.7	5.513	
44.76	6.329	
44.83	5.548	
44.89	4.814	
44.95	5.434	
45.02	4.813	
45.08	5.307	
45.14	4.504	
45.21	5.567	
45.27	4.229	
45.34	5.678	
45.4	5.213	
45.46	6.459	
45.53	3.155	
45.59	6.215	
45.65	5.649	
45.72	6.293	
45.78	7.032	
45.84	5.823	
45.91	5.95	
45.97	5.628	
46.03	5.344	
46.1	6.125	
46.16	4.371	
46.22	5.087	
46.29	5.404	
46.35	4.805	
46.41	7.264	
46.48	2.543	
46.54	9.595	
46.6	3.968	
46.67	3.008	
46.73	11.046	
46.79	2.779	
46.86	6.383	
46.92	5.675	
46.98	6.614	
47.05	7.326	
47.11	5.711	
47.17	6.52	
47.24	4.676	
47.3	5.488	
47.36	5.393	
47.43	5.067	
47.49	4.594	
47.55	6.79	
47.62	2.514	
47.68	10.349	
47.74	2.816	
47.81	5.356	
47.87	7.433	
47.93	2.622	
48.0	8.194	
48.06	4.326	
48.12	6.391	
48.19	7.29	
48.25	3.652	
48.31	9.795	
48.38	3.971	
48.44	3.821	
48.5	7.749	
53.2	2.422	
53.34	8.142	
53.49	3.948	
53.62	6.665	
53.73	7.035	
53.85	2.908	
53.96	8.315	
54.08	3.17	
54.18	5.072	
54.3	6.907	
54.4	4.321	
54.52	6.071	
54.64	4.26	
54.76	5.616	
54.87	4.712	
54.97	5.338	
55.07	4.663	
55.17	5.045	
55.25	5.659	
55.35	4.353	
55.44	6.058	
55.54	4.925	
55.63	5.015	
55.71	5.846	
55.81	4.55	
55.91	5.846	
56.01	4.47	
56.08	5.411	
56.18	5.222	
56.29	4.725	
56.39	6.365	
56.5	4.594	
56.61	5.916	
56.72	5.571	
56.84	4.773	
56.95	6.168	
57.04	4.38	
57.15	5.741	
57.26	5.165	
57.36	4.579	
57.47	5.78	
57.57	4.365	
57.68	5.39	
57.77	5.394	
57.86	4.678	
57.95	5.815	
58.05	4.697	
58.14	5.214	
58.24	5.536	
58.33	4.728	
58.42	6.245	
58.52	4.906	
58.61	4.484	
58.7	4.813	
58.8	5.559	
58.9	4.508	
59.0	5.653	
59.09	5.969	
59.19	5.659	
59.28	5.761	
59.38	5.308	
59.47	5.196	
59.57	5.542	
59.68	5.533	
59.78	4.952	
59.87	5.384	
59.97	5.53	
60.07	5.657	
60.16	5.101	
60.26	5.12	
60.36	4.489	
60.47	4.769	
60.56	4.613	
60.67	4.782	
60.77	5.171	
60.87	5.389	
60.98	5.824	
61.07	6.127	
61.17	6.013	
61.27	5.986	
61.38	5.079	
61.47	5.456	
61.58	5.717	
61.67	5.185	
61.76	5.421	
61.85	5.062	
61.94	4.946	
62.03	4.421	
62.12	4.998	
62.22	5.003	
62.31	4.914	
62.4	5.179	
62.49	4.386	
62.59	4.951	
62.68	4.083	
62.77	5.189	
62.86	6.238	
62.96	4.092	
63.05	3.906	
63.14	6.101	
63.23	4.555	
63.32	5.08	
63.42	6.684	
63.52	3.29	
63.63	6.679	
63.72	3.093	
63.82	6.579	
63.91	3.309	
64.0	3.879	
64.1	5.844	
64.19	5.077	
64.29	4.635	
64.38	4.578	
64.48	5.249	
64.57	5.823	
64.67	4.115	
64.76	5.584	
64.86	5.098	
64.96	4.645	
65.05	5.787	
65.15	4.421	
65.24	4.824	
65.34	5.427	
65.44	5.396	
65.53	5.024	
